Content,Tweet,text,compound,polarity
rabowo soal ertemuan dengan ulhas ari ormat adapi emilu  etik,"['temanpemilih', 'infografis', 'rekapitulasi', 'daftar', 'pilih', 'dps', 'milu', 'tahun', '2024', 'tingkat', 'kabupaten', 'belitung', 'kpubelitung', 'kpumelayani', 'pemiluserentak', '2024']",temanpemilih infografis rekapitulasi daftar pilih dps milu tahun 2024 tingkat kabupaten belitung kpubelitung kpumelayani pemiluserentak 2024,-3,negative
rabowo soal ertemuan dengan ulhas ari ormat adapi emilu,"['nasdem', 'konsolidasi', 'menang', 'milu', '2024', 'cianjur', 'bogor', 'via']",nasdem konsolidasi menang milu 2024 cianjur bogor via,2,positive
awaslu    ingatkan parpol peserta pemilu  tidak lakukan politik ransaksional,"['motivasi', 'anggota', 'fraksi', 'hadap', 'milu', '2024', 'megawati', 'ingat', 'pdip', 'tiang', 'negara']",motivasi anggota fraksi hadap milu 2024 megawati ingat pdip tiang negara,-4,negative
ntah masuk angin atau gak yg pasti sbg simbol lembaga pemerintah yg jadi wasit pemilu harusnya jaga jarak dg peserta pemilu api kok sanksinya cm teguran keras aja ya,"['bawaslu', 'tindak', 'politis', 'amplop', 'mesjid', 'amat', 'milu', 'basabasi', 'politik']",bawaslu tindak politis amplop mesjid amat milu basabasi politik,6,positive
agikan sembako uang n akjil di asjid n tdk ada embelembel memilih salahnya dimana  pa krn amplop n sembako ada logo partai  pa krn tempat ibadah  pa pelanggan pemilu krn logo partai masjid  i esjid setiap hari ada akjil elanggaran,"['sabtu', '01', 'april', '2023', 'panwaslu', 'camat', 'kasihan', 'rapat', 'koordinasi', 'badan', 'musyawarat', 'kalurahan', 'bamuskal', 'kantor', 'panwaslucam', 'kasihan', 'rapat', 'koordinasi', 'kait', 'siap', 'milu', '2024', 'netralitas', 'bamuskal', 'milu', '2024', 'bawaslubantul']",sabtu 01 april 2023 panwaslu camat kasihan rapat koordinasi badan musyawarat kalurahan bamuskal kantor panwaslucam kasihan rapat koordinasi kait siap milu 2024 netralitas bamuskal milu 2024 bawaslubantul,-1,negative
hawatir sengaja dibuat agar situasi dianggap chaos sehingga rangkaian pemilu tidak bisa terlaksana,"['hasil', 'dr', 'milu', '2019', 'pdip', 'raup', 'suara', 'jd', 'berani', 'pasang', '20', 'moga', '2024', 'oleh', 'terjun', 'bebas', 'jd', '0']",hasil dr milu 2019 pdip raup suara jd berani pasang 20 moga 2024 oleh terjun bebas jd 0,3,positive
eksekusi putusan tuda pemilu aja karena  keejanya ngawur,"['sayang', 'pungli', 'oknum', 'ormas', 'oknum', 'tugas', 'malak', 'oknum', 'jabat', 'ga', 'peduli', 'umkm', 'utk', 'cari', 'lokasi', 'strategis', 'asri', 'aman', 'amp', 'mudah', 'akses', 'sisa', 'oknum', 'jabat', 'peduli', 'umkm', 'milu', 'eksekutif', 'ngr', 'mikir', 'bgmn', 'majekin', 'sampe', 'max', 'hasil', '10', 'jutabulan']",sayang pungli oknum ormas oknum tugas malak oknum jabat ga peduli umkm utk cari lokasi strategis asri aman amp mudah akses sisa oknum jabat peduli umkm milu eksekutif ngr mikir bgmn majekin sampe max hasil 10 jutabulan,-4,negative
endukung   pemilu  berjalan dengan lancar,"['repost', 'sahabatbawaslu', 'pahlawan', 'demokrasi', 'mari', 'pasti', 'milu', '2024', 'jalan', 'jujur', 'adil', 'ayoawasibersama', 'bawaslumengawasi', 'panwaslucam', '2024', 'panwaslukecamatankebumen']",repost sahabatbawaslu pahlawan demokrasi mari pasti milu 2024 jalan jujur adil ayoawasibersama bawaslumengawasi panwaslucam 2024 panwaslukecamatankebumen,10,positive
omisi asional ak sasi anusia omnas  melakukan pendataan dan pemantauan terkait kesiapan penyelenggaraan pemilu di sejumlah daerah emantauan ini sekaligus ingin menyusun peraturan terkait pemilu khususnya bagi kelompok rentan,"['rabu', 'tanggal', '29', 'maret', '2023', 'panwaslu', 'camat', 'kasihan', 'rapat', 'koordinasi', 'siap', 'milu', 'kait', 'netralitas', 'asn', 'tni', 'polri', 'perangkat', 'desa']",rabu tanggal 29 maret 2023 panwaslu camat kasihan rapat koordinasi siap milu kait netralitas asn tni polri perangkat desa,-2,negative
uk kita sukseskan pelaksaan emilu,"['bhabinkamtibmas', 'polres', 'tolikara', 'rutin', 'himbauan', 'kamtibmas', 'jelang', 'milu', '2024']",bhabinkamtibmas polres tolikara rutin himbauan kamtibmas jelang milu 2024,3,positive
ersama   kita jaga netralitas pemilu,"['kasihan', 'karno', 'nama', 'besar', 'jual', 'partai', 'anakcucunya', 'dar', 'urus', 'milu', 'pilpres']",kasihan karno nama besar jual partai anakcucunya dar urus milu pilpres,4,positive
emua   pihak yang menjadi aktor politik diharapkan tidak mengganggu tahapan pemilu,"['selasa', '14', 'maret', '2023', 'tim', 'gakkumdu', 'kabupaten', 'bantul', 'supervisi', 'panwaslu', 'camat', 'kasihan', 'kait', 'tingkat', 'rawan', 'milu', '2024', 'camat', 'kasihan', 'salamawas', 'panwascamkasihan', 'kapanewonkasihan', 'bawaslu', 'milu', '2024', 'politik', 'pengawaspemilu']",selasa 14 maret 2023 tim gakkumdu kabupaten bantul supervisi panwaslu camat kasihan kait tingkat rawan milu 2024 camat kasihan salamawas panwascamkasihan kapanewonkasihan bawaslu milu 2024 politik pengawaspemilu,-6,negative
ambo ciek yang minta penundaan emilu,"['sdh', 'kenal', 'sbg', 'partai', 'loyalis', 'militan', 'awal', 'dgn', 'all', 'out', 'dr', 'proses', 'milu', 'tindak', 'pukul', 'issue', 'pluralisme', 'pecah', 'dukung', 'lawan', 'jawa', 'timur', 'amp', 'timur', 'indonesia']",sdh kenal sbg partai loyalis militan awal dgn all out dr proses milu tindak pukul issue pluralisme pecah dukung lawan jawa timur amp timur indonesia,0,neutral
emilu kali  menetapkan  parpol bang bukan   yang update kah beritanya,"['poko', 'pasti', 'sejarah', 'bangsa', 'indonesia', 'jakarta', 'kota', 'negara', 'ri', 'kota', 'perintah', 'silah', 'musyawarah', 'milu', '2024']",poko pasti sejarah bangsa indonesia jakarta kota negara ri kota perintah silah musyawarah milu 2024,1,positive
mplop aid  iamankan awaslu ay angkuti ualitas emilu  emakin engkhawatirkan,"['tunda', 'milu', 'milu', '2024sesuaijadwal', 'tolakpenundaanpemilu', 'hakdemokrasibangsa', 'milu', '2024', 'pilpres', '2024', 'capres', '2024', 'kpu', 'bawaslu', 'indonesiamaju']",tunda milu milu 2024sesuaijadwal tolakpenundaanpemilu hakdemokrasibangsa milu 2024 pilpres 2024 capres 2024 kpu bawaslu indonesiamaju,0,neutral
tu pemilu tahun kapan dh adakah kesepakatan pemilu yg akan dilakukan nti ilahkan biar saya benarkan pernyataan andaâ¦,"['bimtek', 'uang', 'pertanggungjawaban', 'guna', 'dana', 'milu', 'tahun', '2024', 'ppk', 'pps', 'camat', 'sayung', 'pilangsari', '7', 'april', '2023', 'ppk', 'sayung', 'demak', 'kpu', 'prov', 'jateng', 'kpu', 'kab', 'demak', 'kpu', 'republik', 'indonesia']",bimtek uang pertanggungjawaban guna dana milu tahun 2024 ppk pps camat sayung pilangsari 7 april 2023 ppk sayung demak kpu prov jateng kpu kab demak kpu republik indonesia,5,positive
iap pemilu curang lagi,"['berak', 'baca', 'headline', 'atas', 'perilaku', 'milu']",berak baca headline atas perilaku milu,-4,negative
elaksanaan emilu  tepat waktu,"['itu', 'laku', 'milu', 'ente', 'kadanga', 'kadangaturan', 'kesepaktan', 'baru', 'atur', 'baru', 'hrs', 'sepakat', '17', 'parpoljika', 'atur', 'milu', 'pakai', 'partai', 'kampanye']",itu laku milu ente kadanga kadangaturan kesepaktan baru atur baru hrs sepakat 17 parpoljika atur milu pakai partai kampanye,5,positive
ipastikan tidak ada penundaan emilu,"['temu', 'zulhas', 'prabowo', 'jalan', 'tengah', 'hadap', 'milu', '2024', 'temponasional']",temu zulhas prabowo jalan tengah hadap milu 2024 temponasional,4,positive
ga sampe setahun jg emungutan suara pemilu terakhir rba tgl  ei   olkar menang kemudian tgl  ei  oeharto tumbang astinya utut ga sampe  tahun di kabinet terakhir,"['2', 'update', 'berita', 'selenggara', 'kampanye', 'milu', '2024', 'tanggal', '28', 'november', '2023', 'tanggal', '10', 'februari', '2024', 'kampanye', 'milu', '2024', '75', 'headstart']",2 update berita selenggara kampanye milu 2024 tanggal 28 november 2023 tanggal 10 februari 2024 kampanye milu 2024 75 headstart,-3,negative
emilu  penuh dgn kelicikkan dan kecurangan  conteiner bukti yg prabowo bawa ke  tetap saja gak ditanggapi oleh ipar okowi ketua angan bangga dgn presiden ijazah alsu dan kecurangan ong,"['cm', 'ksh', 'saran', 'aja', 'cm', 'nyiyir', 'mending', 'program', 'partai', 'elektabilitas', 'partai', 'aja', 'sibuk', 'gagal', 'milu', 'perintah', 'lg', 'salah', 'anggap', 'jegal', 'trus', 'pola']",cm ksh saran aja cm nyiyir mending program partai elektabilitas partai aja sibuk gagal milu perintah lg salah anggap jegal trus pola,-4,negative
emilu cuma cuma,"['bodoh', 'milu', '2024', 'buruh', 'coblos', 'kader', 'parpol', 'dukung', 'uu', 'cilaka', 'omnibuslaw']",bodoh milu 2024 buruh coblos kader parpol dukung uu cilaka omnibuslaw,4,positive
elang pemilu  jangan mudah terpengaruh hoax,"['prabowo', 'temu', 'zulhas', 'cari', 'format', 'hadap', 'milu', '20detik', 'prabowounggul', 'bangkitbersama']",prabowo temu zulhas cari format hadap milu 20detik prabowounggul bangkitbersama,-1,negative
ari kita aktif menjaga situasi kondusif demi kelancaran emilu,"['prabowo', 'temu', 'zulhas', 'cari', 'format', 'hadap', 'milu']",prabowo temu zulhas cari format hadap milu,-1,negative
w yakin ada ildun pun bakal disabotase atau rusuh entar lagi nyoblos pemilu,"['bawaslu', 'ri', 'ingat', 'parpol', 'serta', 'milu', '2024', 'laku', 'politik', 'transaksional', 'milu', '2024sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid']",bawaslu ri ingat parpol serta milu 2024 laku politik transaksional milu 2024sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid,0,neutral
isa ga sih pemilu diganti whatsapp polling aja,"['temanpemilih', 'infografis', 'ubah', 'rekapitulasi', 'pilih', 'dps', 'milu', '2024', 'camat', 'mranggen', 'yuk', 'simak', 'informasi', 'milu', '2024', 'kpumelayani']",temanpemilih infografis ubah rekapitulasi pilih dps milu 2024 camat mranggen yuk simak informasi milu 2024 kpumelayani,-1,negative
mereka besar karena pemilu lalu  kami akan membuat malu terjungkal dan mati kutu karena akyat banyak yang tertipu ð,"['jelang', 'milu', '2024', 'pengaruh', 'hoaks', 'milu', '2024sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid']",jelang milu 2024 pengaruh hoaks milu 2024sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid,4,positive
yo jadikan pemilu yg menyenangkan jujur dan dil jangan ada kriminalisasi atau intimidasi  yg mau pilih nies krn ingin perubahan menuju kebaikan silahkan yg ga mau pilih prabowo krn akan sama dg jokowi rusak semua sendi bernegara yg ga masalah  emilu eppi ð?,"['angin', 'sbg', 'simbol', 'lembaga', 'perintah', 'wasit', 'milu', 'jaga', 'jarak', 'serta', 'milu', 'sanksi', 'cm', 'tegur', 'keras', 'aja']",angin sbg simbol lembaga perintah wasit milu jaga jarak serta milu sanksi cm tegur keras aja,-5,negative
ktober ovember di  etugas egsosek  bulan aretpril jadi antarlih emilu uni uli besok jadi petugas ensus ertanian nder jujurly klo  worth banget meski capek keliling kampung door to door,"['bagi', 'sembako', 'uang', 'takjil', 'masjid', 'tdk', 'embelembel', 'pilih', 'salah', 'mana', 'krn', 'amplop', 'sembako', 'logo', 'partai', 'krn', 'ibadah', 'langgan', 'milu', 'krn', 'logo', 'partai', 'masjid', 'mesjid', 'takjil', 'langgar']",bagi sembako uang takjil masjid tdk embelembel pilih salah mana krn amplop sembako logo partai krn ibadah langgan milu krn logo partai masjid mesjid takjil langgar,7,positive
ahh iyaa yakkkkð¥¹ð¤§ aku solo x doangg jaaa  ama tahun inið¤§ ek pemilu juga ga sihhhð« ,"['khawatir', 'sengaja', 'situasi', 'anggap', 'chaos', 'rangkai', 'milu', 'laksana']",khawatir sengaja situasi anggap chaos rangkai milu laksana,-10,negative
ukseskan emilu  injai aksanakan encanangan embangunan onaÂ ntegritas,"['pn', 'eksekusi', 'putus', 'tuda', 'milu', 'aja', 'kpu', 'eja', 'ngawur']",pn eksekusi putus tuda milu aja kpu eja ngawur,2,positive
bntr lg pemilu ayolah yg ingin majukan bangsa sungguh  maju tuk nyalon dan bg pemilih jgn pilih org yg hanya pencitraan  pilihlah dgn iman betul telitikrn diantara bagian permslhn ini bs jd krn faktor ekonomið?,"['temanpemilih', 'berita', 'acara', 'ubah', 'rekapitulasi', 'pilih', 'dps', 'milu', '2024', 'camat', 'mranggen', 'pemiluserentak', '2024', 'kpumelayani']",temanpemilih berita acara ubah rekapitulasi pilih dps milu 2024 camat mranggen pemiluserentak 2024 kpumelayani,-6,negative
adeh model begini ternyata pengawas pemilu di indonesia,"['dukung', 'milu', '2024', 'jalan', 'lancar', 'milu', '2024sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid']",dukung milu 2024 jalan lancar milu 2024sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid,6,positive
emoga semakin banyak dana masuk rekeningwartawan boleh terus ikuti langkah kami menuju pemilu transparan jika memang patut unggah sajakonfirmasiwa,"['komisi', 'nasional', 'hak', 'asasi', 'manusia', 'komnas', 'ham', 'data', 'pantau', 'kait', 'kesiap', 'selenggara', 'milu', 'daerah', 'pantau', 'susun', 'atur', 'kait', 'milu', 'kelompok', 'rentan']",komisi nasional hak asasi manusia komnas ham data pantau kait kesiap selenggara milu daerah pantau susun atur kait milu kelompok rentan,3,positive
enapa akhirakhir ini gaduh banget ya mirip  pas deket deket pemilu,"['yuk', 'sukses', 'laksa', 'milu', '2024', 'tidakadapenundaanpemilu', 'milu', '2024tepatwaktu', 'pemilukondusif']",yuk sukses laksa milu 2024 tidakadapenundaanpemilu milu 2024tepatwaktu pemilukondusif,7,positive
a lakukan saja toh setiap pemilu bagi angpao sudah biasa dan rakyat banyak yang suka,"['jaga', 'netralitas', 'milu', '2024', 'milu', '2024sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid']",jaga netralitas milu 2024 milu 2024sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid,-1,negative
anyak alasan eroris ya teroris ulu  cepat selesai ditangan pak  a sekarang  gx selesai selesai sampai mau pemilu lagi otu gmn coba,"['aktor', 'politik', 'harap', 'ganggu', 'tahap', 'milu', 'milu', '2024sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid']",aktor politik harap ganggu tahap milu milu 2024sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid,-5,negative
okoh lain yg ikut antri di pemilu,"['tambo', 'ciek', 'tunda', 'milu']",tambo ciek tunda milu,0,neutral
oleh gak sih bila nanti di musim kampanye pemilu banyak baliho caleg dari parpol bila ditulis antan api oruptor,"['milu', 'kpu', 'tetap', '17', 'parpol', 'bang', '24', 'update', 'kah', 'berita']",milu kpu tetap 17 parpol bang 24 update kah berita,-1,negative
yoi rest selama ngk memojokan islam baik kubu prabowo atau anies w sih berharap pemilu  bener duel pikiran para capres,"['perrpu', 'milu', '2024', 'sah', 'undang', 'undang', 'laksana', 'milu', 'jalan', 'sesuai', 'tahap', 'aparatur', 'negara', 'netral', 'selenggara', 'milu', '2024', 'tidakadapenundaanpemilu', 'milu', '2024tepatwaktu', 'pemilukondusif']",perrpu milu 2024 sah undang undang laksana milu jalan sesuai tahap aparatur negara netral selenggara milu 2024 tidakadapenundaanpemilu milu 2024tepatwaktu pemilukondusif,10,positive
arap emilu  adirkan esejukan rabowo nginkan alanÂ engah,"['amplop', 'said', 'pdip', 'aman', 'bawaslu', 'ray', 'rangkut', 'kualitas', 'milu', '2024', 'khawatir']",amplop said pdip aman bawaslu ray rangkut kualitas milu 2024 khawatir,3,positive
adi gak guna dong nyoblos calon anggota  pas pemilu ð§? ros buang aja kartu coblos calon anggota  v,"['milu', 'tahun', 'sdh', 'ada', 'sepakat', 'milu', 'nti', 'silah', 'biar', 'benar', 'nyata']",milu tahun sdh ada sepakat milu nti silah biar benar nyata,6,positive
alau bakal ada koalisi besar buat ada lagi ada pemilu,"['rongsok', 'ngaku', '2', 'king', 'maker', 'indonesiadijajahmaling', 'indonesiadijajahmaling', 'tingkah', 'jokowi', 'bak', 'king', 'maker', 'milu', '2024', 'megawati', 'gelenggeleng']",rongsok ngaku 2 king maker indonesiadijajahmaling indonesiadijajahmaling tingkah jokowi bak king maker milu 2024 megawati gelenggeleng,-9,negative
ip duit e turah nggo bodho jare sek nduwe duit bondo ragat satosewu pas pemilu,"['2', 'milu', 'curang']",2 milu curang,-5,negative
i  yang kiblatnya demokrasi artai gak pernah nambahdisini setiap pemilu ada saja partai aru yang numpang ewat,"['yuk', 'sukses', 'laksa', 'milu', '2024', 'tidakadapenundaanpemilu', 'milu', '2024tepatwaktu', 'pemilukondusif']",yuk sukses laksa milu 2024 tidakadapenundaanpemilu milu 2024tepatwaktu pemilukondusif,7,positive
akuisisi kantor partai erkarya yg kgak lolos emilu  bhkan bebrapa kader nya pindah bergabung dgn artai  moga para kader berkarya yg udah resmi bergabung ituh bisa didasarkan kembali ke jalan yg benermuehehehe,"['laksana', 'milu', '2024', 'waktu', 'tidakadapenundaanpemilu', 'milu', '2024tepatwaktu', 'pemilukondusif']",laksana milu 2024 waktu tidakadapenundaanpemilu milu 2024tepatwaktu pemilukondusif,0,neutral
aerah emilihan apil  rovinsi orontalo pada emilu  masih akan menggunakan apil yang sama pada emilu  akni terbagi  dapil dengan komposisi  kursi,"['tunda', 'milu', '2024', 'tidakadapenundaanpemilu', 'milu', '2024tepatwaktu', 'pemilukondusif']",tunda milu 2024 tidakadapenundaanpemilu milu 2024tepatwaktu pemilukondusif,0,neutral
ukum karet menjadikan pak polisi kebingungan jika ada demo yang protes agi uang di masjid dengan amplop logo  tidak melanggar aturan pemilu etika nies aswedan sholat di masjid bersalaman dengan jamaah dikatakan oleh awaslu melanggar aturan asihan pak polisi,"['ga', 'sampe', 'tahun', 'jg', 'mungut', 'suara', 'milu', 'tgl', '29', 'mei', '1997', 'golkar', 'menang', 'tgl', '21', 'mei', '1998', 'soeharto', 'tumbang', 'pasti', 'tutut', 'ga', 'sampe', '1', 'tahun', 'kabinet']",ga sampe tahun jg mungut suara milu tgl 29 mei 1997 golkar menang tgl 21 mei 1998 soeharto tumbang pasti tutut ga sampe 1 tahun kabinet,-6,negative
alo bener olput gt  pemilu batal alah scenario pemilu bisa batal,"['milu', '2019', 'penuh', 'dgn', 'kelicik', 'curang', 'conteiner', 'bukti', 'prabowo', 'bawa', 'mk', 'tanggap', 'ipar', 'jokowi', 'ketua', 'mkjangan', 'bangga', 'dgn', 'presiden', 'ijazah', 'palsu', 'curang', 'bong']",milu 2019 penuh dgn kelicik curang conteiner bukti prabowo bawa mk tanggap ipar jokowi ketua mkjangan bangga dgn presiden ijazah palsu curang bong,-6,negative
akin bpk  akn ttap eksis di  stlah melihat manuver ketua  yg cndrung dprbudak ligarki shgg mmbuat ak min ais mndelarasikn  dan lolos pserta pemilu stlh dcoba digagalkn stana  sy kira tnggl kader partai yg msih mnjabat d ketua dpc dpp anggota dpr dan dprd,['milu'],milu,0,neutral
copras capres gimmick semua cuma ganti casing daleman onderdil mah sama apa yang mau di harapkan urdil pemilu independensi  mimpi di siang bolong yang ada rakyat selalu disuguhi pejabat wakil rakyat yang cuma pengen cepet balik modal and flexing ð,"['jelang', 'milu', '2024', 'mudah', 'pengaruh', 'hoax', 'milu', '2024sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid']",jelang milu 2024 mudah pengaruh hoax milu 2024sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid,2,positive
